"","p_val","avg_diff","pct.1","pct.2","cluster","gene"
"AUP1",3.03696144471882e-11,0.363099867102818,0.397,0.147,"10","AUP1"
"TMX1",4.28348731654620e-11,0.918279522168313,0.544,0.194,"10","TMX1"
"LDLRAD4",4.57639822601296e-11,0.746882571671349,0.265,0.031,"10","LDLRAD4"
"CCT71",5.21266156848552e-11,0.472333491292384,0.456,0.148,"10","CCT7"
"CCDC501",5.25899075473365e-11,0.851047262410387,0.397,0.085,"10","CCDC50"
"PRPF40A1",6.5487100550627e-11,0.343209072649352,0.441,0.167,"10","PRPF40A"
"ISCU6",7.27096486639853e-11,0.660723906113515,0.765,0.345,"10","ISCU"
"EIF2S11",8.77938895410911e-11,0.560372822652144,0.471,0.147,"10","EIF2S1"
"SPN",8.82236190187491e-11,0.703360194005388,0.309,0.046,"10","SPN"
"NFKB11",8.91086759360725e-11,0.821140506757065,0.412,0.092,"10","NFKB1"
"ANAPC11",9.72622347543973e-11,0.6828855960715,0.559,0.182,"10","ANAPC11"
"SPINT21",9.82097879437482e-11,0.683049202086416,0.324,0.057,"10","SPINT2"
"EIF4A31",1.223585733463e-10,0.815132952104053,0.544,0.169,"10","EIF4A3"
"ETFB",1.40922574767831e-10,0.496655099480006,0.353,0.092,"10","ETFB"
"ACAT2",1.46297260768304e-10,0.675640512390947,0.279,0.039,"10","ACAT2"
"C19orf10",1.4930675247909e-10,0.797511415917629,0.574,0.19,"10","C19orf10"
"SSRP1",1.55094472378683e-10,0.844181937745829,0.324,0.056,"10","SSRP1"
"RPL36AL1",1.62267967588443e-10,0.440360363221935,0.956,0.81,"10","RPL36AL"
"DDRGK1",1.67342637562088e-10,0.519115861689524,0.279,0.058,"10","DDRGK1"
"COX16",1.70162143985223e-10,0.428994366264411,0.441,0.151,"10","COX16"
"LSM5",1.97579286058641e-10,0.481867799866581,0.368,0.104,"10","LSM5"
"MAGOHB",2.23641738943544e-10,0.402461152368801,0.279,0.074,"10","MAGOHB"
"LRRFIP12",2.30123956451988e-10,0.732497724203729,0.632,0.244,"10","LRRFIP1"
"GTF2A2",2.42075146792809e-10,0.585971789099924,0.5,0.16,"10","GTF2A2"
"SLC43A3",2.47600367642025e-10,0.756978568091045,0.309,0.058,"10","SLC43A3"
"YBX14",2.55337577154069e-10,0.35587536449655,0.971,0.676,"10","YBX1"
"NDUFC22",2.76401585454501e-10,0.654496455638422,0.735,0.329,"10","NDUFC2"
"GOSR2",2.85164618461725e-10,0.65638715344851,0.294,0.046,"10","GOSR2"
"NIPA2",3.7629109803737e-10,0.650194932194647,0.397,0.097,"10","NIPA2"
"UBB5",3.90916689586558e-10,0.566378804669371,0.941,0.813,"10","UBB"
"CISD2",5.04379778485204e-10,0.421367242893272,0.368,0.119,"10","CISD2"
"CCT22",6.06376659166853e-10,0.523806144832372,0.397,0.117,"10","CCT2"
"NDUFB7",8.47790495626769e-10,0.441957334701491,0.397,0.127,"10","NDUFB7"
"NDUFAF31",8.5882095064173e-10,0.507245038360024,0.529,0.206,"10","NDUFAF3"
"XIST",9.74196996762436e-10,0.573827586437632,0.309,0.062,"10","XIST"
"COPE1",1.05196385541972e-09,0.5731438010188,0.824,0.432,"10","COPE"
"TIMM8B",1.10898338538225e-09,0.687652292272063,0.412,0.103,"10","TIMM8B"
"PSMB7",1.17325130063887e-09,0.605149146772762,0.632,0.251,"10","PSMB7"
"IDI11",1.49581857270392e-09,0.709389534562856,0.397,0.099,"10","IDI1"
"CANX",1.49905406677899e-09,0.534178161039335,0.412,0.124,"10","CANX"
"EAF2",1.55660482705056e-09,0.571097345045155,0.265,0.045,"10","EAF2"
"SP110",1.61294447776803e-09,0.585738318241483,0.838,0.461,"10","SP110"
"MRPS23",1.63128801579526e-09,0.400475064626223,0.279,0.074,"10","MRPS23"
"EID1",1.7374393660983e-09,0.774569327816703,0.529,0.176,"10","EID1"
"NDUFAB13",2.01947318304926e-09,0.308188904444216,0.426,0.173,"10","NDUFAB1"
"IL2RG4",2.54464244485323e-09,0.380554356736835,0.779,0.41,"10","IL2RG"
"IFI356",2.59603645226636e-09,0.502524235883952,0.941,0.629,"10","IFI35"
"THRAP31",3.04238565747023e-09,0.462137694300916,0.5,0.197,"10","THRAP3"
"UQCRQ1",3.06511562169981e-09,0.403230942547967,0.471,0.181,"10","UQCRQ"
"CCT43",3.15466208349724e-09,0.397573528035544,0.574,0.256,"10","CCT4"
"POLR2L",3.71837716637755e-09,0.265516883195133,0.426,0.181,"10","POLR2L"
"COPZ11",4.0129364821985e-09,0.678271646947433,0.559,0.203,"10","COPZ1"
"PSMB5",4.68033830427593e-09,0.553804504244363,0.485,0.167,"10","PSMB5"
"HSPE17",4.92493397596099e-09,0.595203745012662,0.603,0.246,"10","HSPE1"
"RAN5",5.8767652887951e-09,0.301840090150183,0.794,0.479,"10","RAN"
"ZDHHC12",6.08934502235865e-09,0.686016365089614,0.368,0.087,"10","ZDHHC12"
"PGLS",6.0991431440429e-09,0.301654277386887,0.294,0.102,"10","PGLS"
"MRPS21",6.21072002502198e-09,0.339048238628252,0.338,0.119,"10","MRPS21"
"SLTM",6.61909865964481e-09,0.284041245992417,0.279,0.095,"10","SLTM"
"C17orf89",6.75549565674748e-09,0.266004917584609,0.265,0.089,"10","C17orf89"
"LGALS19",7.17904587177766e-09,0.594929612338083,0.809,0.43,"10","LGALS1"
"SRSF34",7.27383378490889e-09,0.457875297557482,0.647,0.293,"10","SRSF3"
"ERH5",7.94709273187253e-09,0.510675645187408,0.691,0.32,"10","ERH"
"FAM96A",8.01769672624586e-09,0.568557368932358,0.324,0.075,"10","FAM96A"
"DAD12",8.0582712292092e-09,0.587078048116389,0.721,0.343,"10","DAD1"
"MRPS14",8.16441664513532e-09,0.416000593082932,0.294,0.078,"10","MRPS14"
"XAF12",1.01887196941738e-08,0.42576352232306,0.809,0.44,"10","XAF1"
"DHX581",1.02726083215287e-08,0.759254499864537,0.5,0.178,"10","DHX58"
"RNASEH2B",1.03618984804566e-08,0.587607690504377,0.397,0.113,"10","RNASEH2B"
"C12orf44",1.1826336107964e-08,0.796378821640432,0.309,0.06,"10","C12orf44"
"KARS1",1.18620362740967e-08,0.403726466247947,0.471,0.187,"10","KARS"
"CYC1",1.18862306992761e-08,0.502777370312328,0.441,0.149,"10","CYC1"
"SNRPD3",1.2042661628118e-08,0.430936583047699,0.368,0.121,"10","SNRPD3"
"LMAN1",1.21549514373353e-08,0.490422696482806,0.265,0.061,"10","LMAN1"
"EIF2S25",1.2689135702333e-08,0.272474825793702,0.559,0.269,"10","EIF2S2"
"RPN1",1.2822712130444e-08,0.557833207546768,0.338,0.084,"10","RPN1"
"COX7B1",1.30984442819808e-08,0.319071907223708,0.5,0.22,"10","COX7B"
"EIF4A13",1.34779487904274e-08,0.544584930709236,0.912,0.68,"10","EIF4A1"
"CYCS6",1.47933473942602e-08,0.468463130817973,0.603,0.262,"10","CYCS"
"UCHL3",1.52236853324556e-08,0.417932172582347,0.279,0.072,"10","UCHL3"
"NUTF2",1.52798903873593e-08,0.368711269764868,0.324,0.106,"10","NUTF2"
"NAA20",1.58372117136435e-08,0.367390528404979,0.368,0.134,"10","NAA20"
"RBBP4",1.731767286753e-08,0.508645304542352,0.279,0.063,"10","RBBP4"
"NUP621",1.86756081480533e-08,0.81043291037515,0.338,0.089,"10","NUP62"
"AK2",2.0489433562176e-08,0.617952071982522,0.309,0.067,"10","AK2"
"DHRS72",2.24112876465823e-08,0.802059218612505,0.471,0.176,"10","DHRS7"
"RRBP1",2.27052328211866e-08,0.574522307462909,0.309,0.074,"10","RRBP1"
"ANP32A",2.40444212793359e-08,0.556150468572782,0.368,0.101,"10","ANP32A"
"COX171",2.4175733072523e-08,0.610583171586172,0.529,0.195,"10","COX17"
"LTB9",2.66002718456353e-08,0.978429299803145,0.588,0.349,"10","LTB"
"SNRPD12",2.96129658181622e-08,0.30671476859156,0.382,0.151,"10","SNRPD1"
"NGLY1",3.21599846088154e-08,0.552312676149376,0.309,0.073,"10","NGLY1"
"MIR1422",3.72831405928333e-08,0.543963349797868,0.544,0.215,"10","MIR142"
"KRT103",3.80117610918518e-08,0.259266612615124,0.485,0.228,"10","KRT10"
"SETD5-AS1",4.19799681977964e-08,0.537379493695386,0.368,0.113,"10","SETD5-AS1"
"LSM10",4.55664164442318e-08,0.505958505926863,0.382,0.12,"10","LSM10"
"EIF3I5",4.66467515168664e-08,0.424442224408718,0.5,0.214,"10","EIF3I"
"SPCS31",4.68929163841059e-08,0.701098057929549,0.529,0.202,"10","SPCS3"
"FABP51",4.78037563236918e-08,0.407852934945451,0.324,0.103,"10","FABP5"
"NDUFA131",4.98496496090599e-08,0.405336634547376,0.529,0.241,"10","NDUFA13"
"JTB",5.4196926485164e-08,0.558374536416178,0.691,0.33,"10","JTB"
"NEDD83",5.63037096194143e-08,0.520901496212901,0.735,0.373,"10","NEDD8"
"IFI44L1",5.90490741335173e-08,0.504628166589879,0.912,0.647,"10","IFI44L"
"H2AFV4",6.01351485118426e-08,0.481629867477096,0.603,0.269,"10","H2AFV"
"PPA14",6.21504798017728e-08,0.739705483255736,0.603,0.267,"10","PPA1"
"SNF8",6.31450533720879e-08,0.616388070510057,0.485,0.171,"10","SNF8"
"HINT19",6.89891040666379e-08,0.451329021817937,0.838,0.512,"10","HINT1"
"FAM162A",7.11538733532136e-08,0.404598018173041,0.279,0.084,"10","FAM162A"
"NUDCD2",8.26734925693151e-08,0.516018948746179,0.309,0.084,"10","NUDCD2"
"TMED93",9.91816476485481e-08,0.56290540253845,0.618,0.273,"10","TMED9"
"CD689",1.07399541739119e-07,0.500981438902287,0.691,0.341,"10","CD68"
"ATP5A14",1.11659517516969e-07,0.313289321044303,0.544,0.261,"10","ATP5A1"
"GNG57",1.27078402190595e-07,0.433278327212009,0.912,0.6,"10","GNG5"
"ATP5D2",1.41132775183596e-07,0.252906945218315,0.426,0.199,"10","ATP5D"
"ARL6IP55",1.44419978974834e-07,0.45106399903251,0.574,0.259,"10","ARL6IP5"
"MINOS11",1.46350648146673e-07,0.425809732586606,0.515,0.219,"10","MINOS1"
"PNISR1",1.47488107740676e-07,0.378230502262338,0.471,0.198,"10","PNISR"
"DPP7",1.48683041080087e-07,0.547130977043801,0.353,0.102,"10","DPP7"
"PSMB6",1.54176088113985e-07,0.573551920008122,0.632,0.299,"10","PSMB6"
"CCT6A2",1.5562622604546e-07,0.520213530345705,0.485,0.185,"10","CCT6A"
"ATP5E1",1.65672366825222e-07,0.475932832038798,0.912,0.645,"10","ATP5E"
"PHPT1",1.75495411862612e-07,0.700270149930686,0.353,0.096,"10","PHPT1"
"ERGIC3",1.80522891896386e-07,0.460499348138129,0.338,0.118,"10","ERGIC3"
"COX6C4",1.89983185024546e-07,0.486197751711174,0.662,0.32,"10","COX6C"
"SF3B53",1.9106828107482e-07,0.401517991802471,0.471,0.2,"10","SF3B5"
"SLC25A31",1.98173349904159e-07,0.539692886049563,0.618,0.282,"10","SLC25A3"
"CLIC17",2.13311184318223e-07,0.39487354287447,0.926,0.627,"10","CLIC1"
"SERBP16",2.16173419291044e-07,0.297786767582066,0.529,0.256,"10","SERBP1"
"CSDE15",2.51569055933779e-07,0.250887625409031,0.485,0.24,"10","CSDE1"
"ECH11",2.56917424356102e-07,0.254099434444809,0.338,0.143,"10","ECH1"
"M6PR",3.19984641803877e-07,0.743388347238686,0.412,0.154,"10","M6PR"
"MB21D12",3.29495078188876e-07,0.663293207312097,0.426,0.162,"10","MB21D1"
"TPR",3.37193367305259e-07,0.360428405821695,0.324,0.113,"10","TPR"
"ACTB6",3.40921000491241e-07,0.361329322296916,1,0.88,"10","ACTB"
"DBNL1",3.68111416063286e-07,0.599096635935545,0.515,0.2,"10","DBNL"
"SCAF11",3.78376904525532e-07,0.347244832940356,0.441,0.194,"10","SCAF11"
"MGLL",3.86975878465443e-07,0.642291470435421,0.265,0.055,"10","MGLL"
"CAPG9",4.05554911176976e-07,0.682783826494183,0.574,0.252,"10","CAPG"
"DUSP51",4.06917269009381e-07,0.749827419248407,0.324,0.093,"10","DUSP5"
"DUT1",4.21480548765775e-07,0.389974584440422,0.397,0.155,"10","DUT"
"COX7A21",4.62647037144403e-07,0.451827721154724,0.824,0.495,"10","COX7A2"
"ATP5G33",4.98588292711351e-07,0.677853383460889,0.529,0.217,"10","ATP5G3"
"COX8A1",4.98665797900118e-07,0.488127262202102,0.559,0.247,"10","COX8A"
"RAB4B",5.13958716353205e-07,0.599601964976735,0.324,0.087,"10","RAB4B"
"MRPS18B",5.24439131450048e-07,0.256263905292139,0.279,0.109,"10","MRPS18B"
"MCTS1",5.30465672493663e-07,0.41597111250316,0.279,0.079,"10","MCTS1"
"SSBP15",5.60360379253772e-07,0.30944822206143,0.574,0.298,"10","SSBP1"
"RBBP7",5.82467789413625e-07,0.385436689299319,0.279,0.086,"10","RBBP7"
"SLAMF710",6.00554981174274e-07,0.451579679663298,0.603,0.285,"10","SLAMF7"
"PRDX63",6.35252369650699e-07,0.39292705495069,0.471,0.215,"10","PRDX6"
"ESD",6.85286171168042e-07,0.643448254641265,0.397,0.125,"10","ESD"
"TRIM222",6.95782632176942e-07,0.385446246105748,0.706,0.386,"10","TRIM22"
"TRAPPC12",7.16276644130078e-07,0.464988774226651,0.588,0.275,"10","TRAPPC1"
"CCZ1",7.97942059944878e-07,0.404824654045082,0.265,0.076,"10","CCZ1"
"TUFM1",8.33854383567091e-07,0.348245162901448,0.412,0.171,"10","TUFM"
"ATRAID",8.69188411319807e-07,0.317959051035719,0.368,0.15,"10","ATRAID"
"PEBP12",8.78352937446063e-07,0.453862387661251,0.426,0.177,"10","PEBP1"
"GMPR2",8.80838067059117e-07,0.517777194346155,0.471,0.187,"10","GMPR"
"GLRX31",8.85519428203025e-07,0.288537136099318,0.324,0.13,"10","GLRX3"
"YIF1A",8.91821729583045e-07,0.526450479331985,0.309,0.089,"10","YIF1A"
"SNRPB4",9.37226515532289e-07,0.278058578330758,0.515,0.258,"10","SNRPB"
"AKR1A1",9.73609822472398e-07,0.514989024244312,0.441,0.164,"10","AKR1A1"
"NUDT5",9.99999027517366e-07,0.447184917377545,0.265,0.074,"10","NUDT5"
"JAGN1",1.0236081436215e-06,0.38130851294893,0.309,0.104,"10","JAGN1"
"TAOK3",1.06137596470071e-06,0.439200122282562,0.294,0.091,"10","TAOK3"
"NDUFV25",1.09903975419211e-06,0.371674628804517,0.706,0.386,"10","NDUFV2"
"C1orf86",1.115847740266e-06,0.465356350263413,0.265,0.068,"10","C1orf86"
"HSPB111",1.15179269837685e-06,0.382644566777387,0.265,0.084,"10","HSPB11"
"UCP2",1.17538093399211e-06,0.684764032071747,0.324,0.089,"10","UCP2"
"RBMX2",1.20801008018225e-06,0.299598930505643,0.338,0.137,"10","RBMX"
"CHMP4A1",1.21738713598216e-06,0.31862463176263,0.544,0.273,"10","CHMP4A"
"EIF51",1.23827393151293e-06,0.417160477956284,0.75,0.422,"10","EIF5"
"MTCH2",1.34610597915111e-06,0.424062682666994,0.309,0.104,"10","MTCH2"
"UBE2L64",1.36825835330323e-06,0.367796478570539,0.985,0.79,"10","UBE2L6"
"TMEM14B",1.59547360207114e-06,0.377510409180648,0.309,0.106,"10","TMEM14B"
"CDKN1A2",1.61189813141292e-06,0.623254195809368,0.368,0.122,"10","CDKN1A"
"ATP6V0E12",1.64358842433358e-06,0.4293169511727,0.912,0.655,"10","ATP6V0E1"
"N4BP2L2",1.76647065999653e-06,0.297356407726144,0.412,0.183,"10","N4BP2L2"
"GPX18",1.79256528443216e-06,0.44413203858786,0.618,0.307,"10","GPX1"
"SNRPG1",1.81445711645756e-06,0.493978164524132,0.5,0.211,"10","SNRPG"
"SEPT2",1.88038526178459e-06,0.279743816359688,0.324,0.135,"10","SEPT2"
"TBCB",1.89674166434223e-06,0.491423965165329,0.368,0.125,"10","TBCB"
"DCK2",1.95170361591289e-06,0.541946156477137,0.574,0.265,"10","DCK"
"MLF2",2.11448310887829e-06,0.319141755371913,0.353,0.148,"10","MLF2"
"PSMD42",2.21524376926693e-06,0.336062162139671,0.5,0.242,"10","PSMD4"
"MRPL34",2.27822556931509e-06,0.448611008057046,0.265,0.096,"10","MRPL34"
"LSM31",2.40579786272826e-06,0.497957218761351,0.456,0.183,"10","LSM3"
"SEP155",2.51330732661683e-06,0.399787920836823,0.544,0.261,"10","SEP15"
"BZW1",2.57964351998314e-06,0.48812431049466,0.382,0.139,"10","BZW1"
"SERF23",2.6151134575969e-06,0.336385892466462,0.971,0.846,"10","SERF2"
"PSMC3",2.69293953728743e-06,0.390770114652775,0.426,0.179,"10","PSMC3"
"ATP5J21",2.8570012145384e-06,0.338431509921504,0.456,0.213,"10","ATP5J2"
"MRPL27",2.9832471853508e-06,0.388409009804041,0.338,0.124,"10","MRPL27"
"CIRBP3",3.11672588392892e-06,0.456814944692931,0.618,0.309,"10","CIRBP"
"MLEC",3.14677724063512e-06,0.451848938362578,0.279,0.081,"10","MLEC"
"SRSF51",3.15739536834359e-06,0.31189691436435,0.559,0.292,"10","SRSF5"
"CALM23",3.48093905731919e-06,0.506435903057523,0.853,0.593,"10","CALM2"
"HAPLN32",3.5660692336802e-06,0.591181643722135,0.353,0.121,"10","HAPLN3"
"GRSF11",3.78250231863958e-06,0.499532448808754,0.265,0.074,"10","GRSF1"
"NFKBIE",3.83255214170772e-06,0.472846040803623,0.279,0.081,"10","NFKBIE"
"ATP6V0D11",4.02606111252927e-06,0.335925066861568,0.368,0.166,"10","ATP6V0D1"
"MRPS33",4.05179755418064e-06,0.353516389544517,0.265,0.091,"10","MRPS33"
"SUMO3",4.226570537535e-06,0.620686254904101,0.353,0.122,"10","SUMO3"
"UBE2V2",4.50697813238584e-06,0.308513441015978,0.279,0.104,"10","UBE2V2"
"HSP90AB15",4.89343405000363e-06,0.410425751204805,0.882,0.622,"10","HSP90AB1"
"EMC4",4.95773874540288e-06,0.303370697320012,0.353,0.148,"10","EMC4"
"SURF1",5.03342355912599e-06,0.528292094830291,0.309,0.091,"10","SURF1"
"PRDX17",5.13165926796452e-06,0.454781893233589,0.735,0.421,"10","PRDX1"
"ASF1A",5.17018439757822e-06,0.284304444113934,0.265,0.105,"10","ASF1A"
"C14orf2",5.18420790530076e-06,0.347367844391993,0.368,0.152,"10","C14orf2"
"PDIA4",5.97194538693662e-06,0.57453807688583,0.279,0.075,"10","PDIA4"
"LAMTOR51",6.42586419811331e-06,0.532252330180231,0.618,0.311,"10","LAMTOR5"
"SMDT13",6.49100705395453e-06,0.321998204712257,0.456,0.216,"10","SMDT1"
"TXNDC17",7.13911770311377e-06,0.644127341210003,0.382,0.135,"10","TXNDC17"
"PKM6",7.58983216955737e-06,0.411340109725607,0.794,0.497,"10","PKM"
"RDH14",7.67057388895932e-06,0.333648982025531,0.309,0.115,"10","RDH14"
"ANXA111",8.2816672358569e-06,0.477493610953964,0.368,0.134,"10","ANXA11"
"PHYKPL",8.8139659392198e-06,0.503234044905953,0.279,0.081,"10","PHYKPL"
"ENY24",9.62403387286259e-06,0.490913897412995,0.618,0.315,"10","ENY2"
"SNX17",9.85480833924952e-06,0.376907576812419,0.279,0.097,"10","SNX17"
"H2AFY",9.91881480531255e-06,0.428306125438125,0.412,0.177,"10","H2AFY"
"NHP22",1.06933489616091e-05,0.322086189550302,0.338,0.144,"10","NHP2"
"MRPL23",1.15357507520029e-05,0.431129184491477,0.324,0.115,"10","MRPL23"
"TMBIM62",1.17042477289534e-05,0.348828184410095,0.971,0.796,"10","TMBIM6"
"RBX11",1.21220919766567e-05,0.362338079952174,0.691,0.401,"10","RBX1"
"RER1",1.2469453543717e-05,0.565653906461745,0.559,0.271,"10","RER1"
"EMC6",1.25864828465532e-05,0.562814660695453,0.412,0.159,"10","EMC6"
"CSNK2B",1.28336153935011e-05,0.423871140857192,0.412,0.177,"10","CSNK2B"
"CCT32",1.38967193039481e-05,0.514402420936148,0.456,0.193,"10","CCT3"
"MPC2",1.3971024097302e-05,0.465619245426329,0.309,0.101,"10","MPC2"
"PSMB3",1.54207790336268e-05,0.434502312245064,0.794,0.51,"10","PSMB3"
"SRRM2",1.60980153813904e-05,0.404275059066104,0.279,0.093,"10","SRRM2"
"STUB1",1.63436043868112e-05,0.256967601155788,0.279,0.124,"10","STUB1"
"MSRB1",1.69239697916639e-05,0.595353920334165,0.279,0.08,"10","MSRB1"
"PSMC5",1.72495182414926e-05,0.302396601296904,0.353,0.158,"10","PSMC5"
"EIF5A2",1.76207332422636e-05,0.463059502296911,0.5,0.234,"10","EIF5A"
"LAMTOR1",1.81905185298079e-05,0.260971860778408,0.441,0.242,"10","LAMTOR1"
"PRDX52",2.0291024257906e-05,0.585110034651907,0.397,0.165,"10","PRDX5"
"RANBP11",2.07114353850606e-05,0.317918683902814,0.382,0.172,"10","RANBP1"
"ATP6V0B9",2.17796393282945e-05,0.307177392361815,0.721,0.439,"10","ATP6V0B"
"ERP295",2.31351442561765e-05,0.320320731410595,0.574,0.314,"10","ERP29"
"ARPC5L1",2.33852043722873e-05,0.34150169539948,0.309,0.121,"10","ARPC5L"
"ADAR",2.37890054692788e-05,0.355524758300392,0.529,0.269,"10","ADAR"
"ATP5J1",2.42871877443731e-05,0.412945664266513,0.603,0.323,"10","ATP5J"
"PSMA52",2.52322795195514e-05,0.420600037245261,0.735,0.444,"10","PSMA5"
"NDUFB113",2.54176300966376e-05,0.346807633660281,0.529,0.272,"10","NDUFB11"
"PSMD81",2.6589304308432e-05,0.470082172463126,0.529,0.257,"10","PSMD8"
"ORMDL1",2.93523561578898e-05,0.369142026243256,0.368,0.162,"10","ORMDL1"
"ZC3H151",2.97711083330732e-05,0.305264834626948,0.353,0.156,"10","ZC3H15"
"MRPS36",3.11362757469505e-05,0.492167192499366,0.324,0.11,"10","MRPS36"
"PSMA31",3.31156579079501e-05,0.26372800984026,0.632,0.386,"10","PSMA3"
"DDT",3.37928936287359e-05,0.362778023881068,0.412,0.194,"10","DDT"
"PLP23",3.39319727070257e-05,0.565002090408528,0.559,0.281,"10","PLP2"
"KDELR21",3.72129093544768e-05,0.521883273329067,0.5,0.23,"10","KDELR2"
"TRAPPC4",3.80726594600674e-05,0.401691034947788,0.412,0.179,"10","TRAPPC4"
"UNC93B11",3.81400009087514e-05,0.457718356755208,0.338,0.127,"10","UNC93B1"
"DNAJC82",3.84234399426047e-05,0.260461408639553,0.471,0.247,"10","DNAJC8"
"FDX1",3.94675276807271e-05,0.362310040998161,0.279,0.1,"10","FDX1"
"MMADHC1",3.98457797604029e-05,0.533834706407168,0.412,0.169,"10","MMADHC"
"HLA-F2",4.12941315422075e-05,0.509375647320338,0.603,0.32,"10","HLA-F"
"C3orf38",4.61329921894246e-05,0.383818400154203,0.279,0.107,"10","C3orf38"
"NRD1",4.62916225591534e-05,0.577455741089452,0.294,0.091,"10","NRD1"
"UQCRC2",4.91429971333473e-05,0.285804804815019,0.338,0.153,"10","UQCRC2"
"RNASET24",5.24155242880901e-05,0.479683387719786,0.574,0.298,"10","RNASET2"
"LAMTOR2",5.31178602783589e-05,0.401251043205059,0.382,0.163,"10","LAMTOR2"
"RNASEH2C",5.31981882032316e-05,0.493631513586424,0.382,0.16,"10","RNASEH2C"
"NDUFB3",5.39186601601439e-05,0.429506087621255,0.426,0.193,"10","NDUFB3"
"MRPL41",5.4839870167123e-05,0.34633897584362,0.353,0.152,"10","MRPL41"
"DNAJC7",5.76028427312135e-05,0.628657305653024,0.353,0.141,"10","DNAJC7"
"RBM8A4",5.83416616201406e-05,0.377884613398924,0.647,0.369,"10","RBM8A"
"GTF3C6",5.86339692422069e-05,0.450616313524122,0.412,0.176,"10","GTF3C6"
"GNAS2",6.14447201301196e-05,0.34264068831792,0.456,0.226,"10","GNAS"
"LSP12",6.25917903495736e-05,0.500738497302789,0.485,0.225,"10","LSP1"
"TRAM1",6.39077861109687e-05,0.419677228953037,0.618,0.346,"10","TRAM1"
"PSENEN",6.48208561601226e-05,0.423704594853979,0.412,0.181,"10","PSENEN"
"PSMA11",6.54663238301744e-05,0.488101692824652,0.618,0.339,"10","PSMA1"
"EDF13",6.60809974267673e-05,0.350524885545084,0.691,0.414,"10","EDF1"
"TCEB11",6.64199101054211e-05,0.292887923418406,0.368,0.175,"10","TCEB1"
"FKBP1A",6.88435975538411e-05,0.373454964596229,0.574,0.309,"10","FKBP1A"
"STRAP1",7.10407175074626e-05,0.516679501403095,0.353,0.132,"10","STRAP"
"WBSCR221",7.14216492806115e-05,0.335040340457347,0.309,0.127,"10","WBSCR22"
"RAB131",7.19322551336235e-05,0.421936322262315,0.265,0.088,"10","RAB13"
"RRP7A1",7.51075884076826e-05,0.366956975008023,0.353,0.148,"10","RRP7A"
"TXNDC9",7.65700853259742e-05,0.512029440063525,0.279,0.097,"10","TXNDC9"
"TMED101",7.82690818923145e-05,0.585201597606166,0.397,0.16,"10","TMED10"
"DHX36",7.9594023031666e-05,0.314567082891596,0.265,0.105,"10","DHX36"
"TAP14",8.13540470729884e-05,0.425716636721556,0.794,0.542,"10","TAP1"
"SNX37",8.31192896832857e-05,0.381788149949615,0.779,0.513,"10","SNX3"
"VDAC3",8.42726625780796e-05,0.52460705920698,0.338,0.123,"10","VDAC3"
"C19orf535",8.45352164000486e-05,0.44727414280346,0.5,0.245,"10","C19orf53"
"USP30-AS1",8.55676127102041e-05,0.376344371661513,0.353,0.149,"10","USP30-AS1"
"CTSZ2",8.75728541381671e-05,0.534989016864948,0.397,0.171,"10","CTSZ"
"TMEM2301",8.99392777752195e-05,0.368548601562777,0.382,0.172,"10","TMEM230"
"ACTR21",9.03479317220375e-05,0.30988935522271,0.338,0.167,"10","ACTR2"
"FUS",9.77250637658535e-05,0.321866512651773,0.338,0.152,"10","FUS"
"VCP",9.87615772976168e-05,0.413064319356079,0.368,0.152,"10","VCP"
"SPCS22",0.000100431849740873,0.521930317778608,0.618,0.363,"10","SPCS2"
"U2AF12",0.000100689633499797,0.475721587275202,0.662,0.394,"10","U2AF1"
"CCT83",0.00010152667482712,0.370711872295783,0.456,0.22,"10","CCT8"
"COMMD71",0.000104787443529807,0.427015262539294,0.309,0.126,"10","COMMD7"
"MRPL511",0.000106234105089112,0.416407358355239,0.412,0.185,"10","MRPL51"
"PPIA2",0.000109463615986479,0.402938229843882,0.559,0.307,"10","PPIA"
"PDIA34",0.000113300921183848,0.266988954796874,0.706,0.448,"10","PDIA3"
"SUMO2",0.000113969846564136,0.354799109897509,0.647,0.384,"10","SUMO2"
"ZNF7068",0.000114474800741631,0.504739211557544,0.662,0.404,"10","ZNF706"
"DNAJB11",0.000117559037122378,0.515802603806438,0.324,0.125,"10","DNAJB11"
"ISCA2",0.000128764515940013,0.416235731698042,0.309,0.116,"10","ISCA2"
"PTPN2",0.000130382306754981,0.355904453438461,0.309,0.127,"10","PTPN2"
"MANF2",0.000134283459806451,0.456257385894055,0.471,0.224,"10","MANF"
"C11orf581",0.000136916217465655,0.427787843659353,0.691,0.429,"10","C11orf58"
"TSG101",0.000140155401373768,0.583191412187615,0.412,0.184,"10","TSG101"
"DDX39A",0.000143534440453153,0.307438300468936,0.279,0.113,"10","DDX39A"
"HNRNPA05",0.000147802421908711,0.330518539405658,0.529,0.287,"10","HNRNPA0"
"SFT2D17",0.000153297432800029,0.457203462774497,0.529,0.272,"10","SFT2D1"
"LSM4",0.000156243912980911,0.392292911931677,0.279,0.104,"10","LSM4"
"BCAP311",0.000165334667434005,0.332984310417741,0.485,0.253,"10","BCAP31"
"NDUFC1",0.000171974911152658,0.384599585099214,0.309,0.125,"10","NDUFC1"
"ORMDL2",0.000173529379206505,0.394909651638278,0.382,0.167,"10","ORMDL2"
"BAX2",0.000176101179876,0.250747163114942,0.456,0.249,"10","BAX"
